,target
19700,5
19701,2
19702,2
19703,6
19704,4
19705,1
19706,6
19707,2
19708,0
19709,1
19710,8
19711,9
19712,1
19713,7
19714,6
19715,7
19716,6
19717,1
19718,7
19719,3
19720,0
19721,6
19722,2
19723,1
19724,2
19725,3
19726,8
19727,5
19728,4
19729,8
19730,4
19731,4
19732,7
19733,8
19734,2
19735,8
19736,3
19737,1
19738,2
19739,2
19740,1
19741,9
19742,2
19743,1
19744,3
19745,2
19746,4
19747,7
19748,5
19749,6
19750,8
19751,1
19752,6
19753,1
19754,9
19755,9
19756,1
19757,1
19758,4
19759,0
19760,8
19761,6
19762,8
19763,0
19764,0
19765,0
19766,4
19767,1
19768,3
19769,6
19770,7
19771,6
19772,0
19773,6
19774,3
19775,3
19776,2
19777,5
19778,3
19779,6
19780,3
19781,6
19782,3
19783,1
19784,1
19785,1
19786,0
19787,0
19788,0
19789,5
19790,3
19791,2
19792,6
19793,8
19794,6
19795,2
19796,9
19797,9
19798,7
19799,7
19800,7
19801,5
19802,5
19803,0
19804,6
19805,8
19806,2
19807,8
19808,5
19809,2
19810,1
19811,0
19812,0
19813,2
19814,8
19815,8
19816,9
19817,0
19818,3
19819,3
19820,2
19821,0
19822,5
19823,1
19824,8
19825,8
19826,1
19827,9
19828,4
19829,3
19830,9
19831,8
19832,5
19833,3
19834,1
19835,1
19836,4
19837,0
19838,1
19839,0
19840,3
19841,5
19842,1
19843,2
19844,3
19845,8
19846,1
19847,9
19848,2
19849,2
19850,7
19851,7
19852,1
19853,6
19854,2
19855,1
19856,4
19857,2
19858,6
19859,0
19860,7
19861,6
19862,5
19863,6
19864,9
19865,5
19866,9
19867,1
19868,7
19869,8
19870,8
19871,9
19872,8
19873,5
19874,0
19875,3
19876,6
19877,2
19878,0
19879,8
19880,7
19881,7
19882,6
19883,1
19884,4
19885,2
19886,4
19887,3
19888,9
19889,2
19890,9
19891,3
19892,8
19893,0
19894,9
19895,5
19896,3
19897,4
19898,0
19899,3
19900,4
19901,6
19902,9
19903,7
19904,4
19905,5
19906,7
19907,1
19908,1
19909,3
19910,3
19911,6
19912,4
19913,7
19914,3
19915,7
19916,8
19917,9
19918,1
19919,2
19920,1
19921,8
19922,8
19923,2
19924,1
19925,9
19926,6
19927,0
19928,3
19929,7
19930,3
19931,6
19932,5
19933,0
19934,8
19935,6
19936,1
19937,9
19938,2
19939,1
19940,8
19941,7
19942,8
19943,1
19944,6
19945,4
19946,2
19947,8
19948,3
19949,6
19950,9
19951,2
19952,2
19953,2
19954,6
19955,4
19956,5
19957,3
19958,9
19959,4
19960,1
19961,9
19962,2
19963,5
19964,6
19965,6
19966,6
19967,4
19968,1
19969,0
19970,9
19971,0
19972,4
19973,8
19974,6
19975,6
19976,8
19977,7
19978,4
19979,9
19980,7
19981,3
19982,1
19983,1
19984,8
19985,0
19986,2
19987,4
19988,6
19989,2
19990,4
19991,1
19992,3
19993,8
19994,3
19995,3
19996,3
19997,0
19998,8
19999,4
20000,0
20001,0
20002,5
20003,0
20004,8
20005,0
20006,5
20007,3
20008,2
20009,5
20010,9
20011,8
20012,1
20013,7
20014,4
20015,1
20016,8
20017,6
20018,6
20019,6
20020,4
20021,8
20022,4
20023,6
20024,1
20025,7
20026,2
20027,0
20028,5
20029,6
20030,5
20031,5
20032,4
20033,3
20034,7
20035,8
20036,1
20037,8
20038,8
20039,2
20040,5
20041,0
20042,9
20043,9
20044,0
20045,0
20046,2
20047,1
20048,7
20049,7
20050,2
20051,2
20052,4
20053,4
20054,3
20055,3
20056,0
20057,4
20058,5
20059,3
20060,3
20061,6
20062,8
20063,9
20064,7
20065,5
20066,2
20067,5
20068,1
20069,8
20070,4
20071,5
20072,4
20073,0
20074,1
20075,4
20076,6
20077,0
20078,1
20079,1
20080,8
20081,9
20082,4
20083,3
20084,7
20085,7
20086,2
20087,9
20088,1
20089,7
20090,0
20091,0
20092,0
20093,5
20094,1
20095,0
20096,4
20097,1
20098,9
20099,3
20100,1
20101,6
20102,0
20103,7
20104,3
20105,6
20106,3
20107,2
20108,5
20109,9
20110,6
20111,7
20112,3
20113,1
20114,3
20115,0
20116,6
20117,8
20118,4
20119,2
20120,3
20121,4
20122,3
20123,2
20124,6
20125,7
20126,2
20127,1
20128,8
20129,3
20130,6
20131,1
20132,4
20133,1
20134,2
20135,3
20136,5
20137,4
20138,1
20139,3
20140,6
20141,7
20142,7
20143,2
20144,7
20145,2
20146,0
20147,2
20148,4
20149,8
20150,1
20151,9
20152,9
20153,3
20154,3
20155,1
20156,1
20157,9
20158,1
20159,5
20160,0
20161,1
20162,4
20163,6
20164,2
20165,3
20166,7
20167,9
20168,1
20169,1
20170,0
20171,7
20172,7
20173,4
20174,1
20175,1
20176,1
20177,7
20178,0
20179,6
20180,8
20181,6
20182,2
20183,0
20184,3
20185,3
20186,0
20187,0
20188,9
20189,6
20190,0
20191,2
20192,1
20193,8
20194,8
20195,9
20196,3
20197,4
20198,4
20199,8
20200,7
20201,8
20202,1
20203,6
20204,7
20205,4
20206,6
20207,2
20208,0
20209,0
20210,8
20211,2
20212,2
20213,6
20214,0
20215,5
20216,9
20217,6
20218,5
20219,4
20220,8
20221,1
20222,4
20223,7
20224,9
20225,2
20226,4
20227,7
20228,4
20229,9
20230,9
20231,9
20232,8
20233,1
20234,6
20235,1
20236,2
20237,8
20238,2
20239,0
20240,2
20241,8
20242,3
20243,7
20244,7
20245,0
20246,7
20247,5
20248,0
20249,9
20250,7
20251,9
20252,2
20253,0
20254,6
20255,5
20256,7
20257,2
20258,6
20259,3
20260,2
20261,2
20262,5
20263,1
20264,0
20265,4
20266,6
20267,4
20268,1
20269,6
20270,8
20271,8
20272,9
20273,4
20274,6
20275,2
20276,6
20277,0
20278,2
20279,3
20280,6
20281,9
20282,4
20283,2
20284,8
20285,3
20286,4
20287,8
20288,4
20289,1
20290,8
20291,0
20292,0
20293,3
20294,0
20295,0
20296,6
20297,5
20298,0
20299,4
20300,4
20301,7
20302,4
20303,0
20304,4
20305,8
20306,0
20307,4
20308,8
20309,5
20310,3
20311,8
20312,7
20313,2
20314,0
20315,8
20316,0
20317,2
20318,4
20319,4
20320,9
20321,6
20322,3
20323,3
20324,0
20325,0
20326,2
20327,5
20328,0
20329,0
20330,1
20331,1
20332,1
20333,3
20334,7
20335,6
20336,4
20337,6
20338,4
20339,0
20340,0
20341,7
20342,9
20343,8
20344,1
20345,9
20346,3
20347,6
20348,3
20349,7
20350,0
20351,8
20352,4
20353,7
20354,7
20355,3
20356,2
20357,3
20358,6
20359,3
20360,2
20361,5
20362,5
20363,8
20364,1
20365,3
20366,2
20367,1
20368,4
20369,1
20370,3
20371,0
20372,7
20373,8
20374,3
20375,7
20376,8
20377,1
20378,0
20379,0
20380,5
20381,4
20382,9
20383,6
20384,2
20385,5
20386,5
20387,1
20388,0
20389,6
20390,6
20391,8
20392,1
20393,4
20394,0
20395,0
20396,4
20397,8
20398,9
20399,0
20400,4
20401,7
20402,9
20403,1
20404,5
20405,1
20406,7
20407,6
20408,5
20409,1
20410,0
20411,2
20412,8
20413,5
20414,8
20415,4
20416,6
20417,1
20418,8
20419,7
20420,9
20421,5
20422,9
20423,0
20424,1
20425,6
20426,4
20427,5
20428,7
20429,3
20430,3
20431,0
20432,6
20433,9
20434,1
20435,9
20436,0
20437,3
20438,0
20439,6
20440,9
20441,3
20442,2
20443,3
20444,5
20445,8
20446,0
20447,3
20448,1
20449,9
20450,3
20451,0
20452,9
20453,8
20454,3
20455,2
20456,9
20457,4
20458,2
20459,9
20460,5
20461,1
20462,3
20463,3
20464,0
20465,7
20466,9
20467,1
20468,7
20469,2
20470,9
20471,5
20472,7
20473,8
20474,9
20475,2
20476,1
20477,9
20478,1
20479,1
20480,5
20481,8
20482,3
20483,0
20484,9
20485,3
20486,2
20487,8
20488,7
20489,6
20490,5
20491,2
20492,0
20493,1
20494,4
20495,7
20496,2
20497,0
20498,9
20499,6
20500,4
20501,7
20502,4
20503,4
20504,8
20505,8
20506,7
20507,4
20508,0
20509,3
20510,1
20511,6
20512,3
20513,1
20514,5
20515,9
20516,9
20517,2
20518,1
20519,9
20520,5
20521,4
20522,5
20523,0
20524,7
20525,4
20526,5
20527,8
20528,6
20529,8
20530,0
20531,4
20532,1
20533,2
20534,4
20535,1
20536,2
20537,0
20538,3
20539,0
20540,5
20541,1
20542,4
20543,0
20544,3
20545,1
20546,0
20547,2
20548,2
20549,4
20550,9
20551,0
20552,1
20553,4
20554,6
20555,8
20556,4
20557,3
20558,1
20559,5
20560,9
20561,7
20562,4
20563,0
20564,1
20565,6
20566,8
20567,9
20568,1
20569,8
20570,4
20571,5
20572,2
20573,2
20574,6
20575,2
20576,1
20577,9
20578,0
20579,0
20580,8
20581,7
20582,6
20583,3
20584,6
20585,2
20586,9
20587,9
20588,6
20589,1
20590,8
20591,6
20592,0
20593,0
20594,5
20595,4
20596,0
20597,6
20598,9
20599,3
20600,1
20601,4
20602,9
20603,8
20604,8
20605,5
20606,7
20607,5
20608,7
20609,1
20610,8
20611,5
20612,3
20613,8
20614,4
20615,9
20616,8
20617,4
20618,8
20619,3
20620,0
20621,3
20622,1
20623,2
20624,9
20625,9
20626,2
20627,1
20628,6
20629,4
20630,7
20631,0
20632,1
20633,3
20634,7
20635,8
20636,2
20637,5
20638,2
20639,6
20640,4
20641,2
20642,2
20643,3
20644,2
20645,6
20646,6
20647,1
20648,6
20649,3
20650,1
20651,2
20652,9
20653,6
20654,7
20655,3
20656,5
20657,1
20658,7
20659,2
20660,4
20661,6
20662,6
20663,1
20664,6
20665,6
20666,5
20667,1
20668,7
20669,0
20670,8
20671,8
20672,1
20673,5
20674,1
20675,3
20676,4
20677,8
20678,0
20679,4
20680,7
20681,3
20682,3
20683,2
20684,5
20685,1
20686,4
20687,2
20688,2
20689,8
20690,1
20691,7
20692,3
20693,2
20694,6
20695,3
20696,7
20697,2
20698,3
20699,6
20700,8
20701,1
20702,0
20703,4
20704,9
20705,6
20706,8
20707,3
20708,2
20709,3
20710,2
20711,0
20712,1
20713,6
20714,4
20715,6
20716,9
20717,4
20718,9
20719,0
20720,3
20721,7
20722,0
20723,7
20724,6
20725,0
20726,6
20727,2
20728,7
20729,1
20730,1
20731,7
20732,6
20733,9
20734,0
20735,0
20736,1
20737,7
20738,9
20739,3
20740,6
20741,3
20742,7
20743,4
20744,7
20745,3
20746,7
20747,7
20748,8
20749,9
20750,5
20751,4
20752,0
20753,1
20754,6
20755,0
20756,0
20757,7
20758,4
20759,2
20760,1
20761,7
20762,7
20763,9
20764,4
20765,3
20766,8
20767,6
20768,0
20769,0
20770,7
20771,4
20772,3
20773,9
20774,2
20775,4
20776,0
20777,7
20778,0
20779,9
20780,9
20781,5
20782,4
20783,5
20784,6
20785,2
20786,8
20787,2
20788,1
20789,5
20790,4
20791,5
20792,6
20793,4
20794,9
20795,5
20796,9
20797,6
20798,7
20799,8
20800,2
20801,0
20802,8
20803,2
20804,9
20805,0
20806,6
20807,3
20808,6
20809,9
20810,5
20811,4
20812,3
20813,7
20814,4
20815,5
20816,9
20817,4
20818,4
20819,1
20820,4
20821,0
20822,8
20823,0
20824,0
20825,4
20826,8
20827,5
20828,0
20829,6
20830,4
20831,8
20832,1
20833,7
20834,5
20835,0
20836,7
20837,7
20838,6
20839,2
20840,7
20841,0
20842,1
20843,1
20844,3
20845,3
20846,7
20847,2
20848,2
20849,3
20850,1
20851,7
20852,3
20853,3
20854,7
20855,6
20856,8
20857,7
20858,7
20859,4
20860,1
20861,9
20862,0
20863,8
20864,3
20865,0
20866,0
20867,2
20868,8
20869,7
20870,2
20871,9
20872,1
20873,5
20874,6
20875,4
20876,2
20877,8
20878,6
20879,5
20880,2
20881,4
20882,0
20883,9
20884,5
20885,5
20886,2
20887,5
20888,2
20889,8
20890,9
20891,0
20892,6
20893,4
20894,1
20895,6
20896,9
20897,6
20898,5
20899,8
20900,3
20901,2
20902,2
20903,4
20904,0
20905,8
20906,7
20907,0
20908,1
20909,4
20910,7
20911,8
20912,2
20913,0
20914,0
20915,7
20916,0
20917,3
20918,1
20919,4
20920,0
20921,2
20922,6
20923,2
20924,2
20925,2
20926,0
20927,5
20928,0
20929,3
20930,8
20931,7
20932,1
20933,9
20934,8
20935,5
20936,8
20937,5
20938,7
20939,0
20940,8
20941,2
20942,0
20943,8
20944,3
20945,7
20946,1
20947,6
20948,6
20949,6
20950,8
20951,9
20952,4
20953,3
20954,8
20955,5
20956,7
20957,3
20958,7
20959,1
20960,9
20961,0
20962,8
20963,6
20964,2
20965,7
20966,8
20967,0
20968,7
20969,2
20970,1
20971,4
20972,2
20973,7
20974,9
20975,7
20976,2
20977,0
20978,5
20979,3
20980,6
20981,1
20982,1
20983,2
20984,5
20985,8
20986,4
20987,5
20988,1
20989,2
20990,3
20991,9
20992,4
20993,5
20994,2
20995,3
20996,9
20997,2
20998,6
20999,6
21000,1
21001,0
21002,0
21003,9
21004,2
21005,8
21006,2
21007,2
21008,0
21009,8
21010,8
21011,1
21012,2
21013,7
21014,0
21015,0
21016,0
21017,7
21018,1
21019,0
21020,7
21021,3
21022,7
21023,8
21024,7
21025,9
21026,0
21027,5
21028,6
21029,6
21030,1
21031,8
21032,3
21033,0
21034,8
21035,5
21036,4
21037,3
21038,5
21039,4
21040,8
21041,0
21042,5
21043,7
21044,9
21045,8
21046,1
21047,3
21048,1
21049,4
21050,9
21051,2
21052,3
21053,1
21054,6
21055,8
21056,0
21057,2
21058,6
21059,4
21060,8
21061,8
21062,8
21063,7
21064,1
21065,1
21066,0
21067,3
21068,6
21069,7
21070,1
21071,4
21072,0
21073,8
21074,9
21075,6
21076,1
21077,8
21078,3
21079,9
21080,1
21081,8
21082,6
21083,6
21084,1
21085,1
21086,0
21087,6
21088,1
21089,7
21090,3
21091,5
21092,1
21093,2
21094,6
21095,4
21096,2
21097,1
21098,1
21099,4
21100,3
21101,4
21102,2
21103,1
21104,2
21105,2
21106,4
21107,4
21108,9
21109,2
21110,1
21111,8
21112,9
21113,5
21114,9
21115,4
21116,7
21117,2
21118,5
21119,6
21120,2
21121,3
21122,0
21123,7
21124,4
21125,5
21126,4
21127,5
21128,6
21129,0
21130,5
21131,7
21132,7
21133,2
21134,3
21135,5
21136,3
21137,5
21138,3
21139,7
21140,6
21141,4
21142,6
21143,7
21144,7
21145,8
21146,9
21147,1
21148,0
21149,7
21150,4
21151,1
21152,4
21153,4
21154,8
21155,6
21156,3
21157,7
21158,2
21159,9
21160,4
21161,9
21162,0
21163,3
21164,3
21165,0
21166,0
21167,2
21168,9
21169,6
21170,5
21171,9
21172,3
21173,4
21174,9
21175,0
21176,4
21177,4
21178,1
21179,2
21180,4
21181,7
21182,0
21183,8
21184,2
21185,0
21186,9
21187,6
21188,1
21189,0
21190,5
21191,0
21192,7
21193,7
21194,8
21195,9
21196,6
21197,4
21198,8
21199,7
21200,1
21201,0
21202,5
21203,0
21204,8
21205,8
21206,3
21207,1
21208,7
21209,0
21210,8
21211,1
21212,8
21213,4
21214,0
21215,2
21216,0
21217,5
21218,3
21219,4
21220,6
21221,8
21222,9
21223,0
21224,8
21225,6
21226,1
21227,1
21228,3
21229,6
21230,0
21231,1
21232,2
21233,8
21234,6
21235,3
21236,2
21237,1
21238,6
21239,3
21240,9
21241,8
21242,0
21243,0
21244,5
21245,4
21246,8
21247,2
21248,7
21249,2
21250,6
21251,7
21252,0
21253,8
21254,5
21255,5
21256,3
21257,8
21258,3
21259,8
21260,9
21261,1
21262,5
21263,2
21264,6
21265,7
21266,9
21267,9
21268,8
21269,9
21270,2
21271,8
21272,9
21273,6
21274,0
21275,5
21276,8
21277,5
21278,8
21279,4
21280,1
21281,8
21282,1
21283,5
21284,0
21285,8
21286,2
21287,6
21288,1
21289,7
21290,1
21291,0
21292,5
21293,5
21294,2
21295,2
21296,7
21297,8
21298,7
21299,1
21300,0
21301,1
21302,8
21303,7
21304,4
21305,9
21306,7
21307,7
21308,0
21309,4
21310,3
21311,6
21312,1
21313,2
21314,0
21315,3
21316,2
21317,2
21318,6
21319,3
21320,4
21321,7
21322,9
21323,0
21324,0
21325,8
21326,7
21327,0
21328,1
21329,3
21330,3
21331,0
21332,5
21333,9
21334,4
21335,0
21336,8
21337,6
21338,2
21339,8
21340,0
21341,0
21342,3
21343,4
21344,0
21345,0
21346,1
21347,2
21348,4
21349,1
21350,6
21351,2
21352,6
21353,0
21354,1
21355,0
21356,0
21357,3
21358,4
21359,9
21360,0
21361,9
21362,6
21363,1
21364,9
21365,4
21366,2
21367,8
21368,0
21369,2
21370,5
21371,9
21372,2
21373,9
21374,5
21375,9
21376,5
21377,4
21378,7
21379,3
21380,5
21381,1
21382,9
21383,9
21384,3
21385,7
21386,4
21387,1
21388,6
21389,1
21390,5
21391,1
21392,8
21393,5
21394,0
21395,4
21396,5
21397,1
21398,1
21399,0
21400,3
21401,6
21402,2
21403,3
21404,6
21405,5
21406,2
21407,6
21408,3
21409,3
21410,3
21411,2
21412,0
21413,0
21414,6
21415,6
21416,0
21417,5
21418,7
21419,9
21420,8
21421,7
21422,2
21423,3
21424,8
21425,5
21426,9
21427,6
21428,7
21429,7
21430,4
21431,1
21432,2
21433,6
21434,5
21435,7
21436,5
21437,1
21438,9
21439,5
21440,1
21441,5
21442,3
21443,0
21444,6
21445,8
21446,5
21447,7
21448,6
21449,3
21450,6
21451,3
21452,6
21453,6
21454,0
21455,4
21456,7
21457,2
21458,6
21459,8
21460,0
21461,6
21462,1
21463,9
21464,3
21465,0
21466,7
21467,1
21468,4
21469,3
21470,7
21471,3
21472,0
21473,9
21474,2
21475,3
21476,3
21477,0
21478,3
21479,4
21480,6
21481,7
21482,0
21483,2
21484,1
21485,7
21486,7
21487,2
21488,7
21489,8
21490,7
21491,6
21492,7
21493,7
21494,3
21495,3
21496,4
21497,9
21498,0
21499,6
21500,7
21501,8
21502,0
21503,9
21504,8
21505,0
21506,0
21507,3
21508,3
21509,7
21510,2
21511,8
21512,1
21513,1
21514,8
21515,4
21516,4
21517,2
21518,6
21519,1
21520,2
21521,0
21522,1
21523,5
21524,7
21525,0
21526,5
21527,6
21528,6
21529,4
21530,5
21531,6
21532,5
21533,1
21534,5
21535,7
21536,8
21537,9
21538,8
21539,1
21540,6
21541,5
21542,3
21543,1
21544,2
21545,9
21546,5
21547,0
21548,6
21549,2
21550,3
21551,7
21552,5
21553,3
21554,5
21555,6
21556,6
21557,4
21558,7
21559,6
21560,3
21561,5
21562,2
21563,3
21564,6
21565,0
21566,5
21567,1
21568,5
21569,8
21570,8
21571,4
21572,5
21573,6
21574,1
21575,3
21576,4
21577,2
21578,9
21579,3
21580,8
21581,8
21582,7
21583,6
21584,8
21585,1
21586,3
21587,4
21588,8
21589,7
21590,3
21591,5
21592,8
21593,0
21594,1
21595,3
21596,6
21597,5
21598,4
21599,1
21600,9
21601,1
21602,1
21603,4
21604,8
21605,2
21606,2
21607,2
21608,3
21609,1
21610,2
21611,4
21612,4
21613,2
21614,5
21615,6
21616,7
21617,1
21618,1
21619,2
21620,4
21621,1
21622,4
21623,7
21624,5
21625,1
21626,7
21627,1
21628,3
21629,2
21630,4
21631,2
21632,4
21633,1
21634,7
21635,6
21636,3
21637,5
21638,9
21639,6
21640,9
21641,0
21642,3
21643,8
21644,4
21645,1
21646,9
21647,4
21648,4
21649,1
21650,6
21651,1
21652,6
21653,5
21654,8
21655,0
21656,0
21657,6
21658,1
21659,9
21660,0
21661,9
21662,4
21663,3
21664,7
21665,8
21666,6
21667,9
21668,5
21669,3
21670,7
21671,4
21672,9
21673,9
21674,1
21675,0
21676,7
21677,5
21678,7
21679,6
21680,2
21681,8
21682,6
21683,3
21684,2
21685,0
21686,4
21687,9
21688,8
21689,0
21690,5
21691,2
21692,0
21693,2
21694,5
21695,9
21696,3
21697,5
21698,5
21699,8
21700,5
21701,6
21702,6
21703,0
21704,9
21705,4
21706,4
21707,0
21708,5
21709,1
21710,8
21711,8
21712,7
21713,4
21714,2
21715,3
21716,0
21717,3
21718,9
21719,7
21720,4
21721,0
21722,5
21723,8
21724,8
21725,1
21726,2
21727,3
21728,8
21729,7
21730,1
21731,2
21732,8
21733,5
21734,9
21735,1
21736,7
21737,1
21738,4
21739,3
21740,8
21741,7
21742,9
21743,1
21744,8
21745,3
21746,6
21747,6
21748,6
21749,7
21750,7
21751,9
21752,0
21753,7
21754,8
21755,4
21756,8
21757,7
21758,6
21759,2
21760,0
21761,0
21762,4
21763,8
21764,8
21765,4
21766,4
21767,4
21768,1
21769,8
21770,9
21771,2
21772,4
21773,6
21774,0
21775,1
21776,1
21777,0
21778,0
21779,9
21780,9
21781,1
21782,0
21783,7
21784,1
21785,9
21786,0
21787,1
21788,6
21789,4
21790,8
21791,2
21792,0
21793,4
21794,7
21795,4
21796,6
21797,8
21798,6
21799,8
21800,2
21801,3
21802,6
21803,3
21804,6
21805,4
21806,1
21807,3
21808,3
21809,8
21810,0
21811,6
21812,8
21813,8
21814,0
21815,0
21816,7
21817,2
21818,0
21819,7
21820,8
21821,8
21822,7
21823,2
21824,3
21825,8
21826,0
21827,8
21828,3
21829,9
21830,6
21831,6
21832,6
21833,7
21834,2
21835,6
21836,1
21837,4
21838,4
21839,9
21840,2
21841,8
21842,0
21843,8
21844,9
21845,9
21846,0
21847,7
21848,8
21849,5
21850,9
21851,8
21852,7
21853,6
21854,9
21855,1
21856,3
21857,9
21858,7
21859,6
21860,3
21861,7
21862,8
21863,7
21864,5
21865,8
21866,9
21867,7
21868,9
21869,3
21870,1
21871,6
21872,3
21873,4
21874,4
21875,5
21876,6
21877,0
21878,0
21879,0
21880,7
21881,9
21882,3
21883,3
21884,1
21885,8
21886,6
21887,2
21888,8
21889,0
21890,7
21891,8
21892,1
21893,8
21894,8
21895,0
21896,8
21897,6
21898,9
21899,1
21900,5
21901,2
21902,7
21903,0
21904,3
21905,5
21906,5
21907,8
21908,8
21909,6
21910,9
21911,6
21912,6
21913,5
21914,9
21915,6
21916,2
21917,0
21918,7
21919,9
21920,3
21921,1
21922,4
21923,3
21924,5
21925,4
21926,3
21927,6
21928,3
21929,8
21930,8
21931,0
21932,4
21933,5
21934,6
21935,2
21936,3
21937,1
21938,6
21939,4
21940,7
21941,6
21942,6
21943,1
21944,9
21945,8
21946,5
21947,7
21948,7
21949,6
21950,9
21951,6
21952,1
21953,2
21954,3
21955,7
21956,8
21957,9
21958,2
21959,5
21960,2
21961,5
21962,2
21963,3
21964,5
21965,7
21966,5
21967,0
21968,6
21969,6
21970,8
21971,5
21972,6
21973,7
21974,6
21975,7
21976,2
21977,3
21978,0
21979,8
21980,5
21981,2
21982,7
21983,2
21984,1
21985,2
21986,8
21987,0
21988,7
21989,0
21990,6
21991,4
21992,5
21993,9
21994,3
21995,4
21996,6
21997,6
21998,4
21999,4
22000,0
22001,6
22002,0
22003,1
22004,0
22005,5
22006,3
22007,6
22008,3
22009,1
22010,0
22011,2
22012,3
22013,3
22014,8
22015,0
22016,4
22017,6
22018,1
22019,1
22020,0
22021,1
22022,9
22023,3
22024,0
22025,0
22026,2
22027,7
22028,6
22029,4
22030,5
22031,8
22032,7
22033,8
22034,1
22035,3
22036,1
22037,8
22038,7
22039,2
22040,0
22041,3
22042,5
22043,1
22044,5
22045,1
22046,7
22047,6
22048,8
22049,8
22050,6
22051,4
22052,7
22053,6
22054,8
22055,8
22056,8
22057,9
22058,0
22059,6
22060,0
22061,2
22062,6
22063,5
22064,8
22065,4
22066,2
22067,5
22068,1
22069,9
22070,1
22071,4
22072,8
22073,3
22074,1
22075,7
22076,6
22077,8
22078,4
22079,2
22080,6
22081,1
22082,1
22083,9
22084,3
22085,0
22086,1
22087,9
22088,2
22089,0
22090,3
22091,3
22092,6
22093,1
22094,8
22095,6
22096,9
22097,6
22098,4
22099,2
22100,1
22101,5
22102,3
22103,4
22104,4
22105,6
22106,0
22107,6
22108,7
22109,7
22110,6
22111,3
22112,3
22113,9
22114,8
22115,6
22116,3
22117,7
22118,3
22119,5
22120,2
22121,5
22122,1
22123,0
22124,6
22125,6
22126,7
22127,3
22128,5
22129,0
22130,6
22131,8
22132,5
22133,9
22134,8
22135,0
22136,4
22137,9
22138,1
22139,4
22140,4
22141,0
22142,0
22143,0
22144,0
22145,0
22146,1
22147,7
22148,5
22149,1
22150,6
22151,1
22152,2
22153,0
22154,1
22155,4
22156,7
22157,1
22158,0
22159,6
22160,7
22161,1
22162,6
22163,0
22164,8
22165,6
22166,2
22167,9
22168,7
22169,7
22170,0
22171,9
22172,4
22173,5
22174,4
22175,9
22176,1
22177,3
22178,8
22179,6
22180,4
22181,8
22182,2
22183,8
22184,3
22185,6
22186,3
22187,3
22188,0
22189,9
22190,8
22191,4
22192,4
22193,5
22194,5
22195,6
22196,0
22197,2
22198,0
22199,6
22200,4
22201,7
22202,9
22203,1
22204,0
22205,7
22206,0
22207,7
22208,5
22209,9
22210,2
22211,8
22212,4
22213,0
22214,3
22215,8
22216,5
22217,0
22218,4
22219,8
22220,7
22221,1
22222,8
22223,1
22224,0
22225,8
22226,9
22227,6
22228,2
22229,3
22230,8
22231,9
22232,2
22233,8
22234,4
22235,7
22236,1
22237,8
22238,0
22239,1
22240,3
22241,6
22242,7
22243,5
22244,7
22245,0
22246,1
22247,3
22248,0
22249,2
22250,4
22251,4
22252,5
22253,6
22254,6
22255,1
22256,9
22257,8
22258,7
22259,2
22260,0
22261,7
22262,8
22263,5
22264,2
22265,3
22266,6
22267,4
22268,8
22269,5
22270,1
22271,9
22272,8
22273,7
22274,9
22275,9
22276,6
22277,2
22278,2
22279,5
22280,2
22281,4
22282,8
22283,1
22284,1
22285,1
22286,7
22287,2
22288,5
22289,2
22290,2
22291,5
22292,8
22293,3
22294,6
22295,2
22296,6
22297,1
22298,7
22299,7
22300,1
22301,7
22302,9
22303,9
22304,1
22305,3
22306,2
22307,7
22308,5
22309,1
22310,3
22311,6
22312,7
22313,0
22314,1
22315,9
22316,6
22317,3
22318,3
22319,5
22320,1
22321,4
22322,6
22323,3
22324,6
22325,7
22326,1
22327,9
22328,4
22329,1
22330,8
22331,8
22332,8
22333,1
22334,8
22335,9
22336,4
22337,0
22338,7
22339,5
22340,5
22341,8
22342,3
22343,2
22344,2
22345,1
22346,6
22347,0
22348,7
22349,7
22350,9
22351,9
22352,2
22353,4
22354,9
22355,6
22356,6
22357,2
22358,1
22359,9
22360,3
22361,1
22362,7
22363,8
22364,9
22365,3
22366,3
22367,3
22368,8
22369,1
22370,1
22371,9
22372,3
22373,9
22374,8
22375,2
22376,3
22377,0
22378,4
22379,9
22380,0
22381,1
22382,7
22383,8
22384,7
22385,8
22386,0
22387,4
22388,1
22389,0
22390,9
22391,4
22392,5
22393,7
22394,8
22395,2
22396,0
22397,2
22398,7
22399,6
22400,3
22401,2
22402,7
22403,5
22404,6
22405,1
22406,8
22407,8
22408,0
22409,8
22410,6
22411,3
22412,4
22413,7
22414,6
22415,9
22416,1
22417,0
22418,7
22419,6
22420,4
22421,8
22422,5
22423,3
22424,6
22425,5
22426,5
22427,8
22428,2
22429,2
22430,4
22431,8
22432,1
22433,0
22434,2
22435,4
22436,8
22437,0
22438,7
22439,3
22440,0
22441,0
22442,4
22443,9
22444,7
22445,5
22446,3
22447,9
22448,6
22449,2
22450,9
22451,0
22452,1
22453,3
22454,3
22455,1
22456,4
22457,8
22458,4
22459,1
22460,2
22461,4
22462,6
22463,0
22464,2
22465,4
22466,8
22467,0
22468,0
22469,1
22470,3
22471,7
22472,3
22473,8
22474,1
22475,1
22476,8
22477,1
22478,8
22479,7
22480,7
22481,8
22482,7
22483,5
22484,8
22485,2
22486,8
22487,8
22488,3
22489,6
22490,3
22491,8
22492,7
22493,1
22494,2
22495,6
22496,3
22497,8
22498,0
